sku_id,store_id,route,arrival_w1,arrival_w2,arrival_w3,arrival_w4,arrival_w5,arrival_w6,arrival_w7,arrival_w8,arrival_w9,arrival_w10,arrival_w11,arrival_w12,arrival_w13,arrival_w14,arrival_w15,arrival_w16
DGT-003,S129,flow,186.000000,186.000000,186.000000,186.000000,186.000000,186.000000,192.000000,192.000000,198.000000,204.000000,210.000000,210.000000,216.000000,216.000000,216.000000,222.000000
DGT-003,S130,flow,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,150.000000,150.000000,156.000000,156.000000,156.000000,162.000000,162.000000,162.000000,162.000000
DGT-003,S131,flow,234.000000,234.000000,240.000000,240.000000,240.000000,240.000000,246.000000,252.000000,258.000000,264.000000,270.000000,276.000000,282.000000,282.000000,288.000000,288.000000
DGT-003,S132,flow,168.000000,168.000000,174.000000,174.000000,174.000000,174.000000,180.000000,180.000000,180.000000,186.000000,186.000000,186.000000,186.000000,186.000000,186.000000,192.000000
DGT-003,S133,flow,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000
DGT-003,S134,flow,228.000000,228.000000,228.000000,222.000000,222.000000,222.000000,222.000000,222.000000,222.000000,228.000000,228.000000,228.000000,228.000000,228.000000,228.000000,228.000000
DGT-003,S135,flow,252.000000,258.000000,258.000000,258.000000,258.000000,258.000000,258.000000,258.000000,264.000000,264.000000,270.000000,276.000000,282.000000,282.000000,288.000000,288.000000
DGT-003,S136,flow,258.000000,264.000000,264.000000,264.000000,270.000000,270.000000,270.000000,276.000000,282.000000,288.000000,294.000000,300.000000,312.000000,318.000000,324.000000,324.000000
DGT-003,S137,flow,246.000000,240.000000,240.000000,234.000000,234.000000,240.000000,240.000000,240.000000,240.000000,240.000000,240.000000,240.000000,240.000000,234.000000,234.000000,234.000000
DGT-003,S138,flow,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,186.000000,186.000000,186.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000
DGT-003,S139,flow,144.000000,144.000000,138.000000,138.000000,138.000000,138.000000,138.000000,138.000000,138.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000
DGT-003,S140,flow,198.000000,198.000000,198.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,198.000000,198.000000,198.000000,204.000000,204.000000,198.000000,198.000000
DGT-004,S121,flow,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,160.000000,160.000000,160.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000
DGT-004,S122,flow,140.000000,140.000000,140.000000,140.000000,140.000000,140.000000,140.000000,140.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000
DGT-004,S123,flow,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000
DGT-004,S124,flow,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000
DGT-004,S125,flow,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000
DGT-004,S126,flow,140.000000,140.000000,140.000000,140.000000,140.000000,140.000000,140.000000,140.000000,140.000000,140.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000
DGT-004,S127,flow,180.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000
DGT-004,S128,flow,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000
DGT-004,S129,flow,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,140.000000,140.000000,140.000000,140.000000,140.000000,140.000000,140.000000,140.000000,140.000000
DGT-004,S130,flow,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
DGT-004,S131,flow,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000
DGT-004,S132,flow,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
DGT-004,S133,flow,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000,60.000000
DGT-004,S134,flow,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000
DGT-004,S135,flow,180.000000,180.000000,180.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000
DGT-004,S136,flow,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000
DGT-004,S137,flow,180.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000
DGT-004,S138,flow,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000
DGT-004,S139,flow,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000
DGT-004,S140,flow,140.000000,140.000000,140.000000,140.000000,140.000000,140.000000,140.000000,140.000000,140.000000,140.000000,140.000000,140.000000,140.000000,140.000000,140.000000,140.000000
DGT-005,S121,flow,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000
DGT-005,S122,flow,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000
DGT-005,S123,flow,72.000000,72.000000,72.000000,72.000000,72.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000
DGT-005,S124,flow,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000
DGT-005,S125,flow,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000
DGT-005,S126,flow,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000
DGT-005,S127,flow,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000
DGT-005,S128,flow,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000
DGT-005,S129,flow,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000
DGT-005,S130,flow,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000
DGT-005,S131,flow,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000
DGT-005,S132,flow,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000
DGT-005,S133,flow,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000
DGT-005,S134,flow,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000
DGT-005,S135,flow,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000,120.000000
DGT-005,S136,flow,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000
DGT-005,S137,flow,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000
DGT-005,S138,flow,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000
DGT-005,S139,flow,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,48.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000
DGT-005,S140,flow,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000
DGT-006,S121,flow,360.000000,360.000000,360.000000,360.000000,360.000000,360.000000,360.000000,360.000000,360.000000,360.000000,360.000000,384.000000,384.000000,384.000000,384.000000,408.000000
DGT-006,S122,flow,288.000000,288.000000,288.000000,288.000000,288.000000,288.000000,288.000000,288.000000,288.000000,312.000000,312.000000,312.000000,312.000000,312.000000,312.000000,312.000000
DGT-006,S123,flow,216.000000,216.000000,216.000000,216.000000,216.000000,216.000000,216.000000,216.000000,216.000000,216.000000,240.000000,240.000000,216.000000,216.000000,216.000000,216.000000
DGT-006,S124,flow,240.000000,240.000000,240.000000,240.000000,240.000000,240.000000,240.000000,240.000000,240.000000,240.000000,264.000000,264.000000,264.000000,264.000000,264.000000,264.000000
DGT-006,S125,flow,312.000000,312.000000,312.000000,312.000000,312.000000,312.000000,288.000000,288.000000,288.000000,288.000000,288.000000,288.000000,288.000000,288.000000,288.000000,288.000000
DGT-006,S126,flow,288.000000,288.000000,288.000000,288.000000,288.000000,288.000000,288.000000,288.000000,312.000000,312.000000,312.000000,312.000000,312.000000,312.000000,288.000000,288.000000
DGT-006,S127,flow,336.000000,336.000000,336.000000,336.000000,336.000000,312.000000,312.000000,312.000000,312.000000,336.000000,336.000000,336.000000,336.000000,336.000000,312.000000,312.000000
DGT-006,S128,flow,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,168.000000,168.000000,168.000000,168.000000,168.000000
DGT-006,S129,flow,264.000000,264.000000,264.000000,264.000000,264.000000,264.000000,264.000000,264.000000,264.000000,264.000000,264.000000,264.000000,264.000000,288.000000,288.000000,288.000000
DGT-006,S130,flow,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,216.000000,216.000000,216.000000,216.000000,192.000000,192.000000
DGT-006,S131,flow,336.000000,336.000000,336.000000,336.000000,336.000000,336.000000,336.000000,336.000000,336.000000,336.000000,336.000000,360.000000,360.000000,360.000000,360.000000,360.000000
DGT-006,S132,flow,240.000000,240.000000,240.000000,240.000000,240.000000,240.000000,264.000000,264.000000,264.000000,264.000000,264.000000,264.000000,264.000000,264.000000,264.000000,264.000000
DGT-006,S133,flow,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000
DGT-006,S134,flow,312.000000,336.000000,336.000000,336.000000,336.000000,336.000000,336.000000,336.000000,336.000000,360.000000,360.000000,360.000000,384.000000,384.000000,384.000000,384.000000
DGT-006,S135,flow,360.000000,360.000000,360.000000,360.000000,360.000000,360.000000,360.000000,336.000000,336.000000,336.000000,336.000000,336.000000,360.000000,360.000000,360.000000,360.000000
DGT-006,S136,flow,360.000000,360.000000,360.000000,360.000000,336.000000,336.000000,336.000000,336.000000,336.000000,360.000000,360.000000,360.000000,336.000000,336.000000,336.000000,336.000000
DGT-006,S137,flow,336.000000,336.000000,360.000000,360.000000,360.000000,360.000000,360.000000,360.000000,360.000000,360.000000,360.000000,384.000000,384.000000,384.000000,384.000000,408.000000
DGT-006,S138,flow,264.000000,240.000000,240.000000,240.000000,240.000000,240.000000,240.000000,240.000000,240.000000,240.000000,240.000000,240.000000,240.000000,240.000000,240.000000,240.000000
DGT-006,S139,flow,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,168.000000
DGT-006,S140,flow,288.000000,288.000000,264.000000,264.000000,264.000000,264.000000,264.000000,264.000000,264.000000,264.000000,264.000000,264.000000,264.000000,264.000000,264.000000,264.000000
DGT-007,S121,flow,276.000000,282.000000,282.000000,282.000000,282.000000,282.000000,282.000000,282.000000,282.000000,288.000000,288.000000,294.000000,300.000000,306.000000,306.000000,312.000000
DGT-007,S122,flow,234.000000,234.000000,240.000000,240.000000,246.000000,246.000000,246.000000,252.000000,252.000000,258.000000,264.000000,270.000000,276.000000,282.000000,288.000000,294.000000
DGT-007,S123,flow,180.000000,180.000000,180.000000,186.000000,186.000000,186.000000,186.000000,186.000000,192.000000,192.000000,198.000000,204.000000,204.000000,210.000000,210.000000,216.000000
DGT-007,S124,flow,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,198.000000,198.000000,204.000000,204.000000,204.000000,210.000000,210.000000,210.000000,210.000000
DGT-007,S125,flow,246.000000,246.000000,246.000000,246.000000,246.000000,252.000000,252.000000,258.000000,258.000000,258.000000,264.000000,264.000000,264.000000,264.000000,264.000000,264.000000
DGT-007,S126,flow,234.000000,234.000000,228.000000,234.000000,234.000000,234.000000,240.000000,246.000000,252.000000,258.000000,258.000000,264.000000,264.000000,264.000000,264.000000,270.000000
DGT-007,S127,flow,270.000000,276.000000,282.000000,282.000000,282.000000,288.000000,288.000000,294.000000,300.000000,306.000000,312.000000,318.000000,324.000000,330.000000,336.000000,336.000000
DGT-007,S128,flow,108.000000,108.000000,108.000000,108.000000,108.000000,108.000000,108.000000,108.000000,114.000000,114.000000,114.000000,114.000000,114.000000,114.000000,114.000000,114.000000
DGT-007,S129,flow,204.000000,204.000000,204.000000,204.000000,210.000000,210.000000,216.000000,222.000000,222.000000,228.000000,228.000000,234.000000,234.000000,234.000000,234.000000,240.000000
DGT-007,S130,flow,162.000000,162.000000,162.000000,162.000000,162.000000,168.000000,174.000000,174.000000,180.000000,186.000000,186.000000,186.000000,192.000000,192.000000,192.000000,192.000000
DGT-007,S131,flow,258.000000,258.000000,264.000000,264.000000,264.000000,270.000000,276.000000,276.000000,282.000000,282.000000,282.000000,288.000000,288.000000,282.000000,288.000000,288.000000
DGT-007,S132,flow,186.000000,186.000000,186.000000,186.000000,186.000000,192.000000,192.000000,198.000000,198.000000,204.000000,204.000000,204.000000,204.000000,210.000000,210.000000,210.000000
DGT-007,S133,flow,108.000000,108.000000,108.000000,108.000000,108.000000,108.000000,108.000000,108.000000,108.000000,108.000000,108.000000,114.000000,114.000000,114.000000,114.000000,114.000000
DGT-007,S134,flow,252.000000,252.000000,258.000000,258.000000,252.000000,252.000000,252.000000,258.000000,258.000000,264.000000,270.000000,276.000000,282.000000,288.000000,288.000000,288.000000
DGT-007,S135,flow,282.000000,282.000000,282.000000,282.000000,282.000000,282.000000,288.000000,288.000000,294.000000,294.000000,294.000000,294.000000,294.000000,294.000000,288.000000,288.000000
DGT-007,S136,flow,288.000000,288.000000,288.000000,288.000000,294.000000,294.000000,294.000000,300.000000,300.000000,300.000000,306.000000,306.000000,306.000000,306.000000,306.000000,306.000000
DGT-007,S137,flow,270.000000,270.000000,264.000000,264.000000,264.000000,258.000000,258.000000,258.000000,264.000000,264.000000,270.000000,270.000000,276.000000,276.000000,276.000000,276.000000
DGT-007,S138,flow,198.000000,198.000000,198.000000,198.000000,204.000000,204.000000,210.000000,210.000000,216.000000,216.000000,216.000000,222.000000,222.000000,222.000000,222.000000,222.000000
DGT-007,S139,flow,156.000000,156.000000,156.000000,156.000000,162.000000,162.000000,162.000000,168.000000,168.000000,174.000000,174.000000,180.000000,180.000000,180.000000,180.000000,186.000000
DGT-007,S140,flow,222.000000,222.000000,228.000000,228.000000,228.000000,228.000000,228.000000,234.000000,234.000000,240.000000,246.000000,252.000000,252.000000,258.000000,264.000000,264.000000
DGT-008,S121,flow,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000
DGT-008,S122,flow,192.000000,192.000000,192.000000,192.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,192.000000,192.000000,192.000000,192.000000,192.000000
DGT-008,S123,flow,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000
DGT-008,S124,flow,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000
DGT-008,S125,flow,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000
DGT-008,S126,flow,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000
DGT-008,S127,flow,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000
DGT-008,S128,flow,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000
DGT-008,S129,flow,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000,144.000000
